model,case,activities
BPIC20R,164,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,165,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_supervisor', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,166,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,167,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,168,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,169,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,170,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,171,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,172,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,173,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,174,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,175,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,176,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,177,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,178,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', 'request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,179,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,180,"['request_for_payment_saved_by_employee', '<EOS>']"
BPIC20R,181,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', '<EOS>']"
BPIC20R,182,"['request_for_payment_saved_by_employee', '<EOS>']"
BPIC20R,183,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,184,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,185,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,186,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,187,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,188,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,189,"['request_for_payment_saved_by_employee', '<EOS>']"
BPIC20R,190,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,191,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,192,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,193,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,194,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,195,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,196,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,197,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,198,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,199,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,200,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,201,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,202,"['request_for_payment_submitted_by_employee', 'request_for_payment_rejected_by_pre_approver', 'request_for_payment_rejected_by_employee', '<EOS>']"
BPIC20R,203,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,204,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,205,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,206,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,207,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,208,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,209,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,210,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,211,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,212,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,213,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,214,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,215,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,216,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,217,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,218,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,219,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,220,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,221,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,222,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,223,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,224,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,225,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,226,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,227,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,228,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,229,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,230,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,231,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,232,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,233,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', '<EOS>']"
BPIC20R,234,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,235,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,236,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,237,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,238,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,239,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_for_payment_rejected_by_missing', '<EOS>']"
BPIC20R,240,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,241,"['request_for_payment_submitted_by_employee', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
BPIC20R,242,"['request_for_payment_submitted_by_employee', 'request_for_payment_approved_by_pre_approver', 'request_for_payment_final_approved_by_supervisor', 'request_payment', 'payment_handled', '<EOS>']"
