model,case,activities
BPIC17Of,230,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,231,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,232,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,233,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,234,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,235,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,236,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,237,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,238,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,239,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,240,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,241,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,242,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,243,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,244,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,245,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,246,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,247,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,248,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,249,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,250,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,251,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,252,"['o_create_offer', 'o_created', 'o_cancelled', '<EOS>']"
BPIC17Of,253,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,254,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,255,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,256,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,257,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,258,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,259,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,260,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,261,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,262,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,263,"['o_create_offer', 'o_created', 'o_cancelled', '<EOS>']"
BPIC17Of,264,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,265,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,266,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,267,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,268,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,269,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,270,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,271,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,272,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,273,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,274,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,275,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,276,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,277,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,278,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,279,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,280,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,281,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,282,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,283,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,284,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,285,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,286,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,287,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,288,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,289,"['o_create_offer', 'o_created', 'o_sent_(online_only)', 'o_cancelled', '<EOS>']"
BPIC17Of,290,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,291,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,292,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,293,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,294,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,295,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,296,"['o_create_offer', 'o_created', 'o_cancelled', '<EOS>']"
BPIC17Of,297,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,298,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,299,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,300,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,301,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,302,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,303,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,304,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,305,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,306,"['o_create_offer', 'o_created', 'o_sent_(online_only)', 'o_cancelled', '<EOS>']"
BPIC17Of,307,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,308,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,309,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,310,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,311,"['o_create_offer', 'o_created', 'o_cancelled', '<EOS>']"
BPIC17Of,312,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,313,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,314,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,315,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_cancelled', '<EOS>']"
BPIC17Of,316,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,317,"['o_create_offer', 'o_created', 'o_sent_(online_only)', 'o_cancelled', '<EOS>']"
BPIC17Of,318,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,319,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,320,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,321,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,322,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,323,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,324,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,325,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,326,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,327,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,328,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,329,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,330,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,331,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,332,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,333,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,334,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,335,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,336,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,337,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,338,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_refused', '<EOS>']"
BPIC17Of,339,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,340,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,341,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,342,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,343,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,344,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,345,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,346,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,347,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,348,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,349,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,350,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,351,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,352,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,353,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,354,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,355,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,356,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,357,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,358,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,359,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,360,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,361,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,362,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_refused', '<EOS>']"
BPIC17Of,363,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,364,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,365,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,366,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,367,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,368,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,369,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,370,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,371,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,372,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,373,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,374,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,375,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,376,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,377,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,378,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,379,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,380,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,381,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,382,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,383,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,384,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_refused', '<EOS>']"
BPIC17Of,385,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_refused', '<EOS>']"
BPIC17Of,386,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,387,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,388,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,389,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,390,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,391,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,392,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,393,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,394,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,395,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,396,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,397,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,398,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,399,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,400,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,401,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,402,"['o_create_offer', 'o_created', 'o_cancelled', '<EOS>']"
BPIC17Of,403,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,404,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,405,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,406,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,407,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,408,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,409,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_refused', '<EOS>']"
BPIC17Of,410,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,411,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,412,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,413,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,414,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,415,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,416,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,417,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,418,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,419,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,420,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,421,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,422,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,423,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,424,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,425,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,426,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,427,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,428,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,429,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,430,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
BPIC17Of,431,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_cancelled', '<EOS>']"
BPIC17Of,432,"['o_create_offer', 'o_created', 'o_sent_(mail_and_online)', 'o_returned', 'o_accepted', '<EOS>']"
